id,code,county,town,description,date,day,traffic
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-05,Friday,38853
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-06,Saturday,33751
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-07,Sunday,26797
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-08,Monday,27232
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-09,Tuesday,32697
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-10,Wednesday,34370
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-11,Thursday,37122
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-12,Friday,38735
130101020200,20200,Androscoggin,Auburn,Veterans Bridge,2019-04-13,Saturday,32465
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-08,Friday,13276
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-09,Saturday,10607
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-10,Sunday,5852
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-11,Monday,11925
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-12,Tuesday,12544
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-13,Wednesday,12717
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-14,Thursday,12851
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-15,Friday,13136
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-16,Saturday,10189
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-17,Sunday,7852
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-18,Monday,12037
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-19,Tuesday,12215
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-20,Wednesday,12652
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-21,Thursday,12756
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-22,Friday,11547
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-23,Saturday,9942
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-24,Sunday,8227
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-25,Monday,11780
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-26,Tuesday,12476
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-27,Wednesday,12641
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-28,Thursday,12971
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-29,Friday,13263
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-30,Saturday,10185
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-03-31,Sunday,7707
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-01,Monday,12284
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-02,Tuesday,12614
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-03,Wednesday,12560
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-04,Thursday,12858
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-05,Friday,13265
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-06,Saturday,10725
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-07,Sunday,8149
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-08,Monday,10602
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-09,Tuesday,12280
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-10,Wednesday,12093
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-11,Thursday,13158
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-12,Friday,13482
130105010600,10600,Androscoggin,Lewiston,SR 196 (Lisbon Rd),2019-04-13,Saturday,10607
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-08,Friday,3441
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-09,Saturday,2945
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-10,Sunday,1620
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-11,Monday,2940
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-12,Tuesday,3151
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-13,Wednesday,3233
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-14,Thursday,3225
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-15,Friday,3431
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-16,Saturday,2899
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-17,Sunday,2391
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-18,Monday,3105
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-19,Tuesday,3240
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-20,Wednesday,3146
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-21,Thursday,3251
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-22,Friday,2852
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-23,Saturday,3334
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-24,Sunday,3692
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-25,Monday,3090
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-26,Tuesday,3164
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-27,Wednesday,3216
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-28,Thursday,3221
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-29,Friday,3393
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-30,Saturday,2768
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-03-31,Sunday,2334
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-01,Monday,2999
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-02,Tuesday,3173
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-03,Wednesday,3198
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-04,Thursday,3181
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-05,Friday,3444
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-06,Saturday,3022
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-07,Sunday,2548
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-08,Monday,2319
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-09,Tuesday,2916
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-10,Wednesday,3060
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-11,Thursday,3214
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-12,Friday,3491
130112051604,51604,Androscoggin,Turner,SR 117 SE/O IR 443 (Ricker Hill Rd,2019-04-13,Saturday,NA
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-08,Friday,1876
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-09,Saturday,1487
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-10,Sunday,957
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-11,Monday,1649
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-12,Tuesday,1876
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-13,Wednesday,1847
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-14,Thursday,1971
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-15,Friday,1799
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-16,Saturday,1406
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-17,Sunday,1162
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-18,Monday,1674
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-19,Tuesday,1896
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-20,Wednesday,1790
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-21,Thursday,1878
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-22,Friday,1494
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-23,Saturday,1236
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-24,Sunday,1140
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-25,Monday,1830
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-26,Tuesday,1848
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-27,Wednesday,1768
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-28,Thursday,1969
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-29,Friday,1640
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-30,Saturday,1389
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-03-31,Sunday,990
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-01,Monday,1544
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-02,Tuesday,1858
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-03,Wednesday,1599
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-04,Thursday,1756
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-05,Friday,1838
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-06,Saturday,1267
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-07,Sunday,1171
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-08,Monday,1448
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-09,Tuesday,1542
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-10,Wednesday,1652
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-11,Thursday,1902
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-12,Friday,1770
130303074501,74501,Aroostook,Ashland,SR 11 N/O AROOSTOOK RIVER BRIDGE,2019-04-13,Saturday,1472
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-08,Friday,6436
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-09,Saturday,4847
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-10,Sunday,3655
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-11,Monday,5272
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-12,Tuesday,5853
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-13,Wednesday,6023
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-14,Thursday,6375
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-15,Friday,6377
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-16,Saturday,4883
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-17,Sunday,4065
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-18,Monday,5619
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-19,Tuesday,5669
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-20,Wednesday,6004
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-21,Thursday,6145
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-22,Friday,5786
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-23,Saturday,4583
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-24,Sunday,4292
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-25,Monday,5760
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-26,Tuesday,5758
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-27,Wednesday,5965
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-28,Thursday,5954
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-29,Friday,6203
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-30,Saturday,5601
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-03-31,Sunday,4363
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-01,Monday,5471
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-02,Tuesday,5767
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-03,Wednesday,5375
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-04,Thursday,4253
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-05,Friday,6700
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-06,Saturday,4637
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-07,Sunday,4516
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-08,Monday,4831
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-09,Tuesday,5121
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-10,Wednesday,5425
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-11,Thursday,6016
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-12,Friday,6490
130353074900,74900,Aroostook,Presque Isle,US 1 N/O Bridge #0106,2019-04-13,Saturday,5561
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-08,Friday,52105
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-09,Saturday,41786
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-10,Sunday,26736
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-11,Monday,43315
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-12,Tuesday,45016
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-13,Wednesday,45933
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-14,Thursday,47918
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-15,Friday,52354
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-16,Saturday,40598
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-17,Sunday,35146
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-18,Monday,44085
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-19,Tuesday,45285
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-20,Wednesday,46853
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-21,Thursday,48549
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-22,Friday,47195
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-23,Saturday,40623
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-24,Sunday,39253
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-25,Monday,44685
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-26,Tuesday,46341
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-27,Wednesday,47274
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-28,Thursday,48296
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-29,Friday,51056
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-30,Saturday,40235
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-03-31,Sunday,36038
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-01,Monday,44353
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-02,Tuesday,46746
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-03,Wednesday,45669
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-04,Thursday,48831
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-05,Friday,52273
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-06,Saturday,41473
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-07,Sunday,0
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-08,Monday,0
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-09,Tuesday,0
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-10,Wednesday,0
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-11,Thursday,0
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-12,Friday,0
130503053900,53900,Cumberland,Brunswick,I-295 0.6 MI S/O US 1 OFF RAMP,2019-04-13,Saturday,0
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-08,Friday,58577
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-09,Saturday,47124
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-10,Sunday,29275
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-11,Monday,50160
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-12,Tuesday,52185
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-13,Wednesday,53217
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-14,Thursday,54863
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-15,Friday,59188
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-16,Saturday,46238
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-17,Sunday,39449
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-18,Monday,50986
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-19,Tuesday,51636
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-20,Wednesday,54104
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-21,Thursday,56204
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-22,Friday,53888
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-23,Saturday,45718
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-24,Sunday,43324
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-25,Monday,51719
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-26,Tuesday,53515
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-27,Wednesday,54756
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-28,Thursday,54031
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-29,Friday,58122
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-30,Saturday,45511
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-03-31,Sunday,40413
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-04-01,Monday,51626
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-04-02,Tuesday,54064
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-04-03,Wednesday,53136
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-04-04,Thursday,55454
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-04-05,Friday,60254
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-04-06,Saturday,47129
130508054200,54200,Cumberland,Freeport,I-295 0.5 Mi S/O Desert Rd Overpass,2019-04-07,Sunday,42670
